Хозяева;Гости;Голы хозяев;Голы гостей;День;Месяц;Год;Тур;Стадион;Город;Время начана;Сезон,
"Сочи;Ахмат;2;0;30;сентября;2019;11;стадион ""Фишт"";Сочи;19:30;2019/2020",
"Уфа;Ахмат;0;1;5;октября;2019;12;стадион ""Нефтяник"";Уфа;11:30;2019/2020",
"Оренбург;Динамо;2;0;5;октября;2019;12;стадион ""Газовик"";Оренбург;14:00;2019/2020",
"Рубин;Тамбов;2;1;5;октября;2019;12;стадион ""Центральный"";Казань;16:30;2019/2020",
"Сочи;Крылья Советов;0;2;5;октября;2019;12;стадион ""Фишт"";Сочи;19:00;2019/2020",
"Урал;Зенит;1;3;6;октября;2019;12;стадион ""Екатеринбург Арена"";Екатеринбург;11:30;2019/2020",
"Локомотив;Арсенал Т;2;1;6;октября;2019;12;стадион ""РЖД Арена"";Москва;14:00;2019/2020",
"ЦСКА;Ростов;1;3;6;октября;2019;12;стадион ""ВЭБ Арена"";Москва;16:30;2019/2020",
"Краснодар;Спартак;2;1;6;октября;2019;12;стадион ""Арена Краснодар"";Краснодар;19:00;2019/2020",
"Ахмат;Локомотив;0;2;18;октября;2019;13;стадион ""Ахмат Арена"";Грозный;19:30;2019/2020",
"Тамбов;Урал;1;2;19;октября;2019;13;стадион ""Мордовия Арена"";Саранск;14:00;2019/2020",
"Спартак;Рубин;0;0;19;октября;2019;13;стадион ""Открытие Арена"";Москва;16:30;2019/2020",
"Зенит;Ростов;6;1;19;октября;2019;13;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2019/2020",
"Оренбург;Крылья Советов;0;1;20;октября;2019;13;стадион ""Газовик"";Оренбург;11:30;2019/2020",
"Уфа;ЦСКА;1;1;20;октября;2019;13;стадион ""Нефтяник"";Уфа;14:00;2019/2020",
"Арсенал Т;Сочи;1;1;20;октября;2019;13;стадион ""Арсенал"";Тула;16:30;2019/2020",
"Динамо;Краснодар;1;1;20;октября;2019;13;стадион ""Динамо"";Москва;19:00;2019/2020",
"Рубин;Урал;0;0;25;октября;2019;14;стадион ""Центральный"";Казань;19:30;2019/2020",
"Тамбов;Уфа;3;0;26;октября;2019;14;стадион ""Мордовия Арена"";Саранск;14:00;2019/2020",
"Ахмат;Арсенал Т;1;1;26;октября;2019;14;стадион ""Ахмат Арена"";Грозный;16:30;2019/2020",
"Ростов;Сочи;2;0;26;октября;2019;14;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2019/2020",
"Крылья Советов;Зенит;0;2;27;октября;2019;14;стадион ""Самара Арена"";Самара;14:00;2019/2020",
"ЦСКА;Динамо;0;1;27;октября;2019;14;стадион ""ВЭБ Арена"";Москва;16:30;2019/2020",
"Локомотив;Спартак;0;3;27;октября;2019;14;стадион ""РЖД Арена"";Москва;16:30;2019/2020",
"Краснодар;Оренбург;1;1;27;октября;2019;14;стадион ""Арена Краснодар"";Краснодар;19:00;2019/2020",
"Динамо;Ахмат;1;1;2;ноября;2019;15;стадион ""Динамо"";Москва;14:00;2019/2020",
"Уфа;Локомотив;1;1;2;ноября;2019;15;стадион ""Нефтяник"";Уфа;14:00;2019/2020",
"Сочи;Тамбов;1;2;2;ноября;2019;15;стадион ""Фишт"";Сочи;16:30;2019/2020",
"Зенит;ЦСКА;1;1;2;ноября;2019;15;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2019/2020",
"Краснодар;Ростов;2;2;3;ноября;2019;15;стадион ""Арена Краснодар"";Краснодар;16:30;2019/2020",
"Урал;Оренбург;1;2;4;ноября;2019;15;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2019/2020",
"Крылья Советов;Рубин;0;0;4;ноября;2019;15;стадион ""Самара Арена"";Самара;16:30;2019/2020",
"Спартак;Арсенал Т;0;1;4;ноября;2019;15;стадион ""Открытие Арена"";Москва;19:00;2019/2020",
"Ахмат;Урал;0;0;8;ноября;2019;16;стадион ""Ахмат Арена"";Грозный;19:30;2019/2020",
"Рубин;Динамо;0;1;9;ноября;2019;16;стадион ""Центральный"";Казань;14:00;2019/2020",
"Ростов;Тамбов;1;2;9;ноября;2019;16;стадион ""Ростов Арена"";Ростов-на-Дону;16:30;2019/2020",
"Спартак;Крылья Советов;2;0;9;ноября;2019;16;стадион ""Открытие Арена"";Москва;19:00;2019/2020",
"Оренбург;Уфа;0;0;10;ноября;2019;16;стадион ""Газовик"";Оренбург;11:30;2019/2020",
"Арсенал Т;Зенит;0;1;10;ноября;2019;16;стадион ""Арсенал"";Тула;14:00;2019/2020",
"Сочи;ЦСКА;2;3;10;ноября;2019;16;стадион ""Фишт"";Сочи;16:30;2019/2020",
"Локомотив;Краснодар;1;1;10;ноября;2019;16;стадион ""РЖД Арена"";Москва;19:00;2019/2020",
"Тамбов;Локомотив;2;3;22;ноября;2019;17;стадион ""Мордовия Арена"";Саранск;19:30;2019/2020",
"Оренбург;Ахмат;1;2;23;ноября;2019;17;стадион ""Газовик"";Оренбург;11:30;2019/2020",
"Рубин;Зенит;1;2;23;ноября;2019;17;стадион ""Центральный"";Казань;14:00;2019/2020",
"Динамо;Ростов;2;1;23;ноября;2019;17;стадион ""Динамо"";Москва;16:30;2019/2020",
"Уфа;Сочи;1;1;24;ноября;2019;17;стадион ""Нефтяник"";Уфа;11:30;2019/2020",
"Урал;Спартак;0;0;24;ноября;2019;17;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2019/2020",
"Арсенал Т;Краснодар;1;2;24;ноября;2019;17;стадион ""Арсенал"";Тула;16:30;2019/2020",
"ЦСКА;Крылья Советов;1;0;24;ноября;2019;17;стадион ""ВЭБ Арена"";Москва;19:00;2019/2020",
"Крылья Советов;Уфа;0;1;30;ноября;2019;18;стадион ""Самара Арена"";Самара;14:00;2019/2020",
"Ростов;Урал;0;0;30;ноября;2019;18;стадион ""Ростов Арена"";Ростов-на-Дону;16:30;2019/2020",
"Ахмат;Рубин;1;1;30;ноября;2019;18;стадион ""Ахмат Арена"";Грозный;19:00;2019/2020",
"Локомотив;Динамо;1;2;1;декабря;2019;18;стадион ""РЖД Арена"";Москва;16:30;2019/2020",
"Зенит;Спартак;1;0;1;декабря;2019;18;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2019/2020",
"Краснодар;Тамбов;0;0;2;декабря;2019;18;стадион ""Арена Краснодар"";Краснодар;19:30;2019/2020",
"ЦСКА;Арсенал Т;0;1;2;декабря;2019;18;стадион ""ВЭБ Арена"";Москва;19:30;2019/2020",
"Сочи;Оренбург;5;1;11;марта;2020;18;стадион ""Фишт"";Сочи;19:30;2019/2020",
"Зенит;Динамо;3;0;6;декабря;2019;19;стадион ""Газпром Арена"";Санкт-Петербург;19:30;2019/2020",
"Арсенал Т;Локомотив;4;0;6;декабря;2019;19;стадион ""Арсенал"";Тула;19:30;2019/2020",
"Тамбов;Оренбург;3;0;7;декабря;2019;19;стадион ""Мордовия Арена"";Саранск;14:00;2019/2020",
"Краснодар;ЦСКА;1;1;7;декабря;2019;19;стадион ""Арена Краснодар"";Краснодар;16:30;2019/2020",
"Ахмат;Уфа;0;1;7;декабря;2019;19;стадион ""Ахмат Арена"";Грозный;19:00;2019/2020",
"Крылья Советов;Урал;2;3;8;декабря;2019;19;стадион ""Самара Арена"";Самара;14:00;2019/2020",
"Сочи;Рубин;1;1;8;декабря;2019;19;стадион ""Фишт"";Сочи;16:30;2019/2020",
"Спартак;Ростов;1;4;8;декабря;2019;19;стадион ""Открытие Арена"";Москва;19:00;2019/2020",
"Крылья Советов;Оренбург;1;1;28;февраля;2020;20;стадион ""Самара Арена"";Самара;18:30;2019/2020",
"ЦСКА;Урал;1;1;29;февраля;2020;20;стадион ""ВЭБ Арена"";Москва;14:00;2019/2020",
"Динамо;Спартак;0;2;29;февраля;2020;20;стадион ""Динамо"";Москва;16:30;2019/2020",
"Зенит;Локомотив;0;0;29;февраля;2020;20;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2019/2020",
"Ахмат;Ростов;1;1;29;февраля;2020;20;стадион ""Ахмат Арена"";Грозный;19:00;2019/2020",
"Тамбов;Рубин;0;0;1;марта;2020;20;стадион ""Нижний Новгород"";Нижний Новгород;14:00;2019/2020",
"Краснодар;Уфа;2;0;1;марта;2020;20;стадион ""Арена Краснодар"";Краснодар;16:30;2019/2020",
"Сочи;Арсенал Т;1;2;1;марта;2020;20;стадион ""Фишт"";Сочи;19:00;2019/2020",
"Оренбург;Арсенал Т;2;0;7;марта;2020;21;стадион ""Газовик"";Оренбург;14:00;2019/2020",
"Динамо;Тамбов;1;0;7;марта;2020;21;стадион ""Динамо"";Москва;16:30;2019/2020",
"Рубин;Крылья Советов;0;1;8;марта;2020;21;стадион ""Центральный"";Казань;14:00;2019/2020",
"Сочи;Урал;2;0;8;марта;2020;21;стадион ""Фишт"";Сочи;16:30;2019/2020",
"Локомотив;Ахмат;1;0;8;марта;2020;21;стадион ""РЖД Арена"";Москва;19:00;2019/2020",
"Ростов;ЦСКА;3;2;9;марта;2020;21;стадион ""Ростов Арена"";Ростов-на-Дону;14:00;2019/2020",
"Спартак;Краснодар;0;1;9;марта;2020;21;стадион ""Открытие Арена"";Москва;16:30;2019/2020",
"Зенит;Уфа;0;0;9;марта;2020;21;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2019/2020",
"Ахмат;Динамо;2;3;13;марта;2020;22;стадион ""Ахмат Арена"";Грозный;19:30;2019/2020",
"Оренбург;Спартак;1;3;14;марта;2020;22;стадион ""Газовик"";Оренбург;14:00;2019/2020",
"Зенит;Урал;7;1;14;марта;2020;22;стадион ""Газпром Арена"";Санкт-Петербург;16:30;2019/2020",
"Арсенал Т;Рубин;0;1;14;марта;2020;22;стадион ""Арсенал"";Тула;19:00;2019/2020",
"Сочи;Краснодар;2;0;15;марта;2020;22;стадион ""Фишт"";Сочи;14:00;2019/2020",
"ЦСКА;Уфа;0;0;15;марта;2020;22;стадион ""ВЭБ Арена"";Москва;16:30;2019/2020",
"Ростов;Локомотив;1;3;15;марта;2020;22;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2019/2020",
"Тамбов;Крылья Советов;3;0;16;марта;2020;22;стадион ""Нижний Новгород"";Нижний Новгород;19:30;2019/2020",
"Крылья Советов;Ахмат;2;4;19;июня;2020;23;стадион ""Самара Арена"";Самара;18:00;2019/2020",
"Сочи;Ростов;10;1;19;июня;2020;23;стадион ""Фишт"";Сочи;20:00;2019/2020",
"Урал;Рубин;1;2;20;июня;2020;23;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2019/2020",
"Арсенал Т;Спартак;2;3;20;июня;2020;23;стадион ""Арсенал"";Тула;16:30;2019/2020",
"ЦСКА;Зенит;0;4;20;июня;2020;23;стадион ""ВЭБ Арена"";Москва;19:00;2019/2020",
"Уфа;Тамбов;2;1;21;июня;2020;23;стадион ""Нефтяник"";Уфа;15:00;2019/2020",
"Локомотив;Оренбург;1;0;21;июня;2020;23;стадион ""РЖД Арена"";Москва;17:30;2019/2020",
"Краснодар;Динамо;0;2;19;июля;2020;23;стадион ""Арена Краснодар"";Краснодар;20:30;2019/2020",
"Ахмат;Сочи;1;1;26;июня;2020;24;стадион ""Ахмат Арена"";Грозный;18:00;2019/2020",
"Зенит;Крылья Советов;2;1;26;июня;2020;24;стадион ""Газпром Арена"";Санкт-Петербург;20:30;2019/2020",
"Оренбург;Краснодар;0;3;27;июня;2020;24;стадион ""Газовик"";Оренбург;14:00;2019/2020",
"Спартак;Уфа;0;0;27;июня;2020;24;стадион ""Открытие Арена"";Москва;16:30;2019/2020",
